id_device,id_user,device_type,device_brand,device_model
15533,0,14,1,1
15536,0,14,1,1
15537,0,14,1,1
15545,0,14,1,1
15547,0,14,1,1
15549,0,14,1,1
15550,0,14,1,1
15558,0,14,1,1
15565,0,14,1,1
15566,0,14,1,1
15604,0,14,1,1
15619,0,14,1,1
15622,0,14,1,1
15672,0,14,1,1
15675,0,14,1,1
15677,0,14,1,1
15679,0,14,1,1
15680,0,14,1,1
15681,0,14,1,1
15901,0,14,1,1
15905,0,14,1,1
15906,0,14,1,1
15907,0,14,1,1
15969,0,14,1,1
16006,0,9,1,1
16042,0,9,1,1
